Lifespan,Hunger,Thirst,Fatigue,Mate,Comfort Inc,Comf Dec,Sight Range,     Diet,If Flocks,Flee,Pursue
204119,5.12244,7.62249,8.60687,9.9709,0.00360619,0.00104682,105,apple,1,10,2
657500,5.08895,7.65653,3.9539,4.42069,0.00401135,0.00104682,101,apple,1,4,19
346990,5.06938,7.64457,3.9539,4.42826,0.00697508,0.00104682,96,apple,1,8,11
346990,4.48014,7.64457,3.9539,4.42826,0.00697508,0.00104682,96,apple,1,8,11
739976,5.10777,7.64457,3.9539,2.77394,0.00397481,0.00104682,126,scavenger,1,5,13
147618,6.41129,7.666,3.93968,9.9709,0.00609131,0.00104682,123,apple,1,9,7
346990,5.06938,7.62249,3.9539,4.42826,0.00529063,0.00104682,96,apple,1,8,13
657500,5.12244,7.666,3.9539,4.42069,0.00401135,0.00104682,105,apple,1,4,13
543514,5.10777,7.64457,3.96155,2.77394,0.00697508,0.00104682,111,apple,1,7,11
543514,5.08857,7.64457,3.9539,2.77394,0.00733466,0.00104682,96,apple,1,8,13
346990,6.41129,7.666,3.9539,4.42826,0.00529063,0.00104682,96,apple,1,8,10
204119,5.12244,7.65122,3.94962,2.75028,0.00397197,0.00104682,99,apple,0,12,12
543514,5.10777,7.64457,3.96155,2.77394,0.00733466,0.00104682,111,apple,1,8,11
346990,5.08857,7.64457,4.22866,2.77394,0.00733466,0.00104682,96,apple,1,8,12
543514,5.0814,7.64457,3.96155,2.77394,0.00733466,0.00104682,126,apple,1,8,11
147618,5.11887,7.65528,3.97923,2.77394,0.00733466,0.0010324,96,apple,1,10,12
575003,5.06938,7.64457,3.9539,4.38538,0.00401135,0.00127802,126,apple,1,24,12
275554,5.12244,7.64457,3.93968,9.92096,0.00443165,0.00104682,123,apple,1,4,8
347073,5.08857,7.64457,4.22866,2.77601,0.00443165,0.00104682,96,apple,1,8,5
461038,5.07232,7.64457,4.22866,4.38538,0.00318875,0.00127802,106,apple,1,24,10
204119,5.12244,7.65122,3.94962,9.9709,0.00609131,0.00104682,123,apple,1,15,12
346990,5.08857,7.666,2.60762,2.77394,0.00565332,0.00104682,96,apple,1,8,12
543514,4.48014,7.64457,3.9539,2.77394,0.00697508,0.00104682,96,apple,1,8,11
346990,5.12244,7.64457,3.94962,9.9709,0.00416668,0.00104682,123,apple,0,12,9
445332,4.49051,7.64457,3.9539,4.42826,0.00697508,0.00104682,96,apple,1,8,11
543563,5.08857,7.64457,4.25813,2.77394,0.00751664,0.00104682,126,apple,1,8,11
147618,5.12244,7.65122,3.9539,6.54415,0.00609131,0.00103961,123,apple,1,10,12
575003,5.06938,7.64457,3.9539,4.38538,0.00401135,0.00127802,96,apple,1,8,12
543563,5.06938,7.62249,3.9539,4.42826,0.00529063,0.00104682,96,apple,1,8,13
346990,4.49051,7.64457,9.80384,2.78352,0.00697508,0.00104682,96,apple,1,8,11
543514,5.0814,7.65653,3.9539,2.77394,0.00401135,0.00104682,126,apple,1,8,10
543514,5.11681,7.64457,3.9539,2.77394,0.00609131,0.00103961,117,apple,1,10,11
346990,4.49051,7.64457,3.9539,4.42826,0.00713422,0.00104682,96,apple,1,8,11
543563,5.08857,7.64457,4.25813,4.42826,0.00218353,0.00104682,96,apple,1,8,11
346990,5.0814,7.62249,3.9539,4.42826,0.00529063,0.00104682,126,apple,1,8,13
204119,5.1025,7.64457,3.94962,2.75028,0.00411311,0.00127802,96,apple,1,18,12
346990,4.78954,7.64457,9.80384,2.77394,0.00697508,0.00104682,96,apple,1,9,11
346990,5.12244,7.666,3.94962,9.9709,0.00401135,0.00186375,123,apple,1,4,13
