Lifespan,Hunger,Thirst,Fatigue,Mate,Comfort Inc,Comf Dec,Sight Range,     Diet,If Flocks,Flee,Pursue
649576,3.99065,7.70133,3.9822,2.78729,0.00798259,0.00104682,130,predator,1,23,13
589562,4.27542,7.69425,3.92974,3.6011,0.00787967,0.00104682,130,scavenger,1,16,11
649576,3.94589,7.63032,3.94623,3.61514,0.00819867,0.00104682,130,apple,1,25,14
649576,3.99065,5.52019,7.7629,2.77816,0.00819867,0.00104682,130,apple,1,16,16
529615,3.95288,7.63829,3.94227,2.77816,0.00803917,0.00104682,133,apple,1,23,16
649576,4.48014,5.52019,7.7629,2.77816,0.00819867,0.00104682,130,apple,1,16,16
649650,3.95288,7.666,3.96253,2.77816,0.00341699,0.00104682,96,apple,1,16,16
649576,3.99114,6.13616,5.85654,2.77816,0.00819867,0.00104682,92,apple,1,16,13
649576,3.95288,6.13616,3.95531,2.75884,0.0079433,0.00104682,98,apple,1,23,16
649576,3.99114,6.15504,5.85654,2.77816,0.00794956,0.00104682,92,apple,1,16,13
649576,3.99114,6.16844,5.85654,2.77816,0.00794956,0.00104682,92,apple,1,16,13
649576,3.99114,6.15504,5.85654,2.77816,0.00794956,0.00104682,92,apple,1,16,13
649576,3.99114,6.10993,5.85654,2.77816,0.00794956,0.00104682,92,apple,1,16,13
649576,3.99114,6.10993,5.85654,2.77816,0.00794956,0.00104682,92,apple,1,16,13
649576,3.99114,6.13616,5.85654,2.77816,0.00794956,0.00104682,92,apple,1,16,13
649576,3.99114,7.666,3.96253,2.77816,0.00341699,0.00104682,96,apple,1,16,16
649576,3.99114,6.10993,5.85654,2.77816,0.00794956,0.00104682,92,apple,1,16,13
649576,3.99114,6.13616,5.85654,2.77816,0.00794956,0.00104682,92,apple,1,16,13
649576,3.98232,6.16844,3.96253,2.77816,0.00341699,0.00104682,92,apple,1,16,16
