00:01,19-1-100,51,0,1,0,0,0,0,0
01:01,19-1-100,52,0,1,0,0,0,0,0
02:01,19-1-100,55,0,3,0,0,0,0,0
03:01,19-1-100,56,0,1,0,0,0,0,0
04:01,19-1-100,56,0,0,0,0,0,0,0
05:01,19-1-100,55,0,1,0,0,0,2,0
06:01,19-1-100,56,0,1,0,0,0,0,0
07:01,19-1-100,58,0,2,0,0,0,0,0
08:01,19-1-100,60,0,2,0,0,0,0,0
09:01,19-1-100,60,0,1,0,0,0,1,0
10:01,19-1-100,60,0,0,0,0,0,0,0
11:01,19-1-100,59,0,0,0,0,0,1,0
12:01,19-1-100,58,0,0,0,0,0,1,0
13:01,19-1-100,59,0,1,0,0,0,0,0
14:01,19-1-100,60,0,1,0,0,0,0,0
15:01,19-1-100,62,0,2,0,0,0,0,0
16:01,19-1-100,63,0,1,0,0,0,0,0
17:01,19-1-100,63,0,0,0,0,0,0,0
18:01,19-1-100,64,0,1,0,0,0,0,0
19:01,19-1-100,65,0,1,0,0,0,0,0
20:01,19-1-100,63,0,0,0,0,0,2,0
21:01,19-1-100,65,0,2,0,0,0,0,0
22:01,19-1-100,65,0,0,0,0,0,0,0
22:02,19-1-100,65,0,0,0,0,0,0,0
22:03,19-1-100,65,0,0,0,0,0,0,0
22:04,19-1-100,65,0,0,0,0,0,0,0
22:05,19-1-100,65,0,0,0,0,0,0,0
22:06,19-1-100,65,0,0,0,0,0,0,0
22:07,19-1-100,65,0,0,0,0,0,0,0
22:08,19-1-100,65,0,0,0,0,0,0,0
22:09,19-1-100,65,0,0,0,0,0,0,0
22:10,19-1-100,65,0,0,0,0,0,0,0
22:11,19-1-100,65,0,0,0,0,0,0,0
22:12,19-1-100,65,0,0,0,0,0,0,0
22:13,19-1-100,65,0,0,0,0,0,0,0
22:14,19-1-100,65,0,0,0,0,0,0,0
22:15,19-1-100,65,0,0,0,0,0,0,0
22:16,19-1-100,65,0,0,0,0,0,0,0
22:17,19-1-100,65,0,0,0,0,0,0,0
22:18,19-1-100,65,0,0,0,0,0,0,0
22:19,19-1-100,65,0,0,0,0,0,0,0
22:20,19-1-100,65,0,0,0,0,0,0,0
22:21,19-1-100,65,0,0,0,0,0,0,0
22:22,19-1-100,65,0,0,0,0,0,0,0
22:23,19-1-100,66,0,1,0,0,0,0,0
22:24,19-1-100,66,0,0,0,0,0,0,0
22:25,19-1-100,66,0,0,0,0,0,0,0
22:26,19-1-100,66,0,0,0,0,0,0,0
22:27,19-1-100,66,0,0,0,0,0,0,0
22:28,19-1-100,66,0,0,0,0,0,0,0
22:29,19-1-100,66,0,0,0,0,0,0,0
22:30,19-1-100,66,0,0,0,0,0,0,0
22:31,19-1-100,66,0,0,0,0,0,0,0
22:32,19-1-100,66,0,0,0,0,0,0,0
22:33,19-1-100,66,0,0,0,0,0,0,0
22:34,19-1-100,66,0,0,0,0,0,0,0
22:35,19-1-100,66,0,0,0,0,0,0,0
22:36,19-1-100,66,0,0,0,0,0,0,0
22:37,19-1-100,66,0,0,0,0,0,0,0
