"Carogax Diuvisus","","M",1,1,48,2,69318,none,sleep,5.22062,9.17342,2.588,2.75909,0.001,1,640065,3.65928,7.50893,3.11462,2.75093,0.00937189,0.00104682,106,predator,1,15,11
"Malumita Diuvisus","","0",1,1,307,435,14338,SE,sleep,3.54418,9.89606,0.0480005,-0.175866,0.001,1,640065,3.65928,4.60109,0.186711,2.72696,0.00790425,0.00104682,89,apple,0,29,11
"Carogax Pertisensus","","M",1,1,300,133,13085,E,breed,7.02974,8.58543,1.41502,1.12682,0.001,1,770798,3.63994,3.60134,5.82459,1.11729,0.00993204,0.00104682,192,predator,1,16,11
"Malugax Diuvisus","","0",1,1,427,60,12728,none,migrate,3.68719,9.23069,2.32802,1.06192,0.001,1,645823,3.65928,7.50893,4.67003,2.33567,0.0179379,0.00104682,89,apple,1,30,19
"Malumicus Pertivisus","","0",1,1,63,135,10692,NE,sleep,1.34931,7.41321,0.96999,1.18142,0.001,1,770798,3.65928,3.60134,5.83054,2.72696,0.00937189,0.00104682,89,apple,1,16,16
"Malugax Pertivisus","","0",1,1,154,193,9830,W,sleep,2.21841,7.51641,1.96604,1.84533,0.001,1,770027,3.65928,5.55611,5.83054,1.92212,0.00937189,0.00104682,99,apple,1,22,11
"Malugax Diuvisus","","0",1,1,0,367,8568,NW,sleep,2.39952,8.12304,3.09796,2.72867,0.001,1,666096,3.65928,7.50893,5.83054,2.72696,0.0179379,0.00104682,89,apple,1,30,19
"Malugax Pertivisus","","0",1,1,127,207,8315,N,sleep,2.91032,8.6076,3.42293,-0.211458,0.001,1,770798,3.65928,3.60134,5.83054,2.72696,0.00993204,0.00104682,106,apple,1,16,13
"Malugax Diuvisus","","0",1,1,117,188,6874,SW,sleep,3.68693,9.2677,4.78784,2.03465,0.001,1,666096,3.65928,7.50893,5.83054,2.72696,0.0179379,0.00104682,89,apple,1,29,11
"Malumicus Pertivisus","","0",1,1,92,151,5916,N,hungry,2.99406,4.80997,5.91575,-0.32242,0.001,1,770798,3.65928,3.60134,5.83054,2.72696,0.00937189,0.00104682,89,apple,1,16,16
"Malugax Pertivisus","","0",1,1,340,155,5625,W,hungry,3.61174,6.20432,5.62478,1.48314,0.001,1,770798,3.63994,5.55611,5.83054,1.49821,0.00937189,0.00104682,99,apple,1,16,11
"Caromita Diuvisus","","M",1,1,324,343,4125,SE,sleep,7.5102,6.90175,0.101,2.34086,0.001,1,666096,3.61458,4.60109,0.186711,2.33567,0.00801543,0.00177799,89,predator,0,30,14
"Malumicus Pertivisus","","0",1,1,348,28,3632,SE,hungry,3.61004,4.35526,3.63192,2.68591,0.001,1,770798,3.65928,3.60134,5.83054,2.72696,0.00993204,0.00104682,106,apple,1,16,16
"Malugax Diuvisus","","0",1,112,172,225,2970,NE,hungry,3.39973,4.57238,2.96997,-0.346496,0.001,1,666096,3.65928,3.60134,5.83054,2.72696,0.0179379,0.00104682,92,apple,1,14,11
"Malumita Pertisensus","","0",1,112,16,83,2727,N,hungry,3.65031,9.52617,0.095,0.953585,0.001,1,770798,3.65928,7.50893,0.186711,1.90082,0.0179379,0.00104682,137,apple,0,29,11
"Malugax Pertivisus","","0",1,112,283,145,2649,S,hungry,2.844,-0.0933871,2.64899,-0.828037,0.001,1,770798,3.65928,3.60134,5.83054,2.72696,0.00993204,0.00104682,106,apple,1,16,15
"Malumicus Diusensus","","0",1,112,337,486,2366,none,breed,3.84259,9.65686,2.36601,2.34361,0.001,1,666514,3.66093,7.50893,5.83054,2.33567,0.0174479,0.00104682,134,apple,1,14,19
"Malugax Diuvisus","","0",1,112,92,154,1993,N,hungry,1.51056,0.40464,1.99304,-0.323467,0.001,1,666096,3.63296,3.60134,5.83054,2.33567,0.0179379,0.00104682,89,apple,1,14,12
"Malugax Pertivisus","","0",1,112,264,100,1687,none,migrate,3.95253,4.17394,1.68702,-0.484219,0.001,1,769814,3.65928,3.60134,5.83054,2.72696,0.00937189,0.00104682,106,apple,1,16,10
"Malugax Pertivisus","","0",1,112,119,144,1661,W,breed,3.99675,4.15544,1.66102,2.72983,0.001,1,771678,3.65928,3.60134,5.83054,2.72696,0.00937189,0.00104682,89,apple,1,16,11
"Malugax Pertivisus","","0",1,112,172,225,811,NE,hungry,3.57427,4.77121,0.810993,-0.346496,0.001,1,771678,3.65928,3.60134,5.83054,2.72696,0.0179379,0.00104682,92,apple,1,14,11
"Malugax Pertivisus","","0",1,112,237,108,792,W,migrate,3.80086,9.95598,0.791993,-0.37066,0.001,1,770798,3.65928,3.60134,5.83054,2.72696,0.00937189,0.00104682,106,apple,1,16,15
"Malugax Pertivisus","","0",1,112,86,245,782,SE,migrate,3.97077,9.22969,0.781994,1.68128,0.001,1,770798,3.65928,7.50893,5.83054,2.33567,0.00993204,0.00109254,89,apple,1,30,20
"Malumicus Diuvisus","","0",1,112,353,482,377,N,sleep,3.7766,9.92504,0.077,-0.237628,0.001,1,640065,3.63874,4.60109,0.186711,2.72696,0.0174479,0.00104682,115,apple,1,14,19
"Malugax Pertivisus","","0",1,112,173,224,332,NE,hungry,2.61334,3.00321,0.331999,-0.347543,0.001,1,771678,3.65928,3.56596,5.83054,2.72696,0.0179379,0.00104682,92,apple,1,14,11
"Malumicus Diuvisus","","0",1,112,92,151,309,N,hungry,0.798209,1.63485,0.309,-0.323467,0.001,1,666096,3.65928,3.60134,5.83054,2.33567,0.00937189,0.00104682,89,apple,1,16,18
